passenger_name;city;total_amount
SERGEY ZHUKOV;Atlanta;326.56
SERGEY ZHUKOV;Charleston;1004.64
SERGEY ZHUKOV;Columbus;1914.64
SERGEY ZHUKOV;Daytona Beach;1396.72
SERGEY ZHUKOV;Grand Junction;932.88
SERGEY ZHUKOV;Louisville;593.84
SERGEY ZHUKOV;Millville;3806.40
SERGEY ZHUKOV;Newport;3334.24
SERGEY ZHUKOV;Orlando;4385.68
SERGEY ZHUKOV;Richmond;485.68
SERGEY ZHUKOV;Tucson;385.84
SERGEY ZHUKOV;Tucson;1174.16
SERGEY ZHURAVLEV;Albany;107.12
SERGEY ZHURAVLEV;Chicago;385.84
SERGEY ZHURAVLEV;Columbus;635.44
SERGEY ZHURAVLEV;Fargo;720.72
SERGEY ZHURAVLEV;Little Rock;864.24
SERGEY ZHURAVLEV;Los Angeles;1127.36
SERGEY ZHURAVLEV;Los Angeles;3703.44
SERGEY ZHURAVLEV;Miami;766.48
SERGEY ZHURAVLEV;Miami;1532.96
SERGEY ZHURAVLEV;Tucson;385.84
SHAMIL ABRAMOV;Richmond;640.64
SHAMIL BONDARENKO;Newport;2277.60
SHAMIL BORISOV;Los Angeles;3140.80
SHAMIL FEDOROV;Baton Rouge;110.24
SHAMIL KISELEV;Los Angeles;4145.44
SHAMIL KONOVALOV;Galveston;100.88
SHAMIL KUZNECOV;Albany;4000.88
SHAMIL MAKAROV;Miami;1860.56
SHAMIL MEDVEDEV;Los Angeles;2527.20
SHAMIL NIKITIN;Los Angeles;870.48
SHAMIL RODIONOV;Los Angeles;1840.80
SHAMIL TIKHONOV;Alice;689.52
SHAMIL TIMOFEEV;Los Angeles;828.88
SHAMIL VLASOV;Orlando;1396.72
SHAMIL YAKOVLEV;Richmond;255.84
SHAVKAT ALEKSANDROV;Albany;830.96
SHAVKAT IVANOV;Atlanta;997.36
SHAVKAT IVANOV;Venice;830.96
SHAVKAT KONOVALOV;Los Angeles;1207.44
SHAVKAT MOISEEV;Richmond;487.76
SHAVKAT TIKHONOV;Grand Junction;955.76
SNEZHANA PETROVA;Galveston;100.88
SNEZHANA YAKOVLEVA;Fargo;99.84
SNEZHANA ZHUKOVA;Nashville;2757.04
SOFIYA ALEKSANDROVA;Palm Springs;9849.84
SOFIYA ALEKSEEVA;Rochester;1372.80
SOFIYA ANTONOVA;Louisville;1879.28
SOFIYA BELOVA;Albany;2588.56
SOFIYA BELOVA;Miami;766.48
SOFIYA BELYAEVA;Mojave;1979.12
SOFIYA DMITRIEVA;Burlington;888.16
SOFIYA EFIMOVA;Los Angeles;1314.56
SOFIYA EFREMOVA;San Bernardino;880.88
SOFIYA ERMAKOVA;Albany;3360.24
SOFIYA FEDOROVA;Richmond;243.36
SOFIYA FOMINA;Washington;446.16
SOFIYA FROLOVA;Albany;1272.96
SOFIYA GAVRILOVA;Mojave;3958.24
SOFIYA IVANOVA;Mojave;5937.36
SOFIYA KOROLEVA;Los Angeles;828.88
SOFIYA KUDRYASHOVA;Millville;2302.56
SOFIYA KUZNECOVA;Fargo;1900.08
SOFIYA KUZNECOVA;Louisville;1192.88
SOFIYA LUKYANOVA;Los Angeles;1657.76
SOFIYA MAKAROVA;Birmingham;3043.04
SOFIYA MAKSIMOVA;Alamogordo;689.52
SOFIYA MALYSHEVA;Atlantic City;499.20
SOFIYA MIKHAYLOVA;Palm Springs;1827.28
SOFIYA MOROZOVA;Los Angeles;704.08
SOFIYA NIKIFOROVA;Albany;2736.24
SOFIYA NIKITINA;Palm Springs;5481.84
SOFIYA NOVIKOVA;Albany;3573.44
SOFIYA NOVIKOVA;Palm Springs;5838.56
SOFIYA ORLOVA;Richmond;243.36
SOFIYA OSIPOVA;Daytona Beach;160.16
SOFIYA PETROVA;Grand Junction;466.96
SOFIYA POPOVA;Orlando;1462.24
SOFIYA SERGEEVA;Roswell;4002.96
SOFIYA SIDOROVA;Alamogordo;689.52
SOFIYA SOLOVEVA;Columbus;998.40
SOFIYA SOROKINA;San Bernardino;439.92
SOFIYA TITOVA;Las Vegas;564.72
SOFIYA TITOVA;Los Angeles;1286.48
SOFIYA TROFIMOVA;Orlando;697.84
SOFIYA VOLKOVA;Richmond;243.36
SOFIYA YAKOVLEVA;Los Angeles;1947.92
SOFIYA YAKOVLEVA;Santa Monica;6042.40
SOFIYA YAKOVLEVA;Teterboro;671.84
SOFIYA YUDINA;Fargo;405.60
SOFIYA ZAKHAROVA;Alamogordo;344.24
SOFIYA ZAYCEVA;Charleston;1004.64
SOFIYA ZAYCEVA;Millville;302.64
SOFYA ABRAMOVA;Chicago;385.84
SOFYA ABRAMOVA;Palm Springs;6017.44
SOFYA AFANASEVA;Columbus;1907.36
SOFYA AKIMOVA;Los Angeles;1604.72
SOFYA AKIMOVA;Richmond;1604.72
SOFYA ALEKSANDROVA;Los Angeles;4253.60
SOFYA ALEKSANDROVA;Palm Springs;10055.76
SOFYA ALEKSEEVA;Alamogordo;344.24
SOFYA ALEKSEEVA;Orlando;1462.24
SOFYA ARKHIPOVA;Albany;2322.32
SOFYA ARKHIPOVA;Louisville;1192.88
SOFYA ARKHIPOVA;Palm Springs;2011.36
SOFYA BELYAEVA;Alamogordo;689.52
SOFYA BORISOVA;Albany;5896.80
SOFYA BORISOVA;Idaho Falls;149.76
SOFYA DANILOVA;Galveston;304.72
SOFYA DENISOVA;Fargo;1046.24
SOFYA DMITRIEVA;Tucson;781.04
SOFYA EGOROVA;Nashville;2757.04
SOFYA EGOROVA;San Bernardino;1320.80
SOFYA ERMAKOVA;San Bernardino;879.84
SOFYA FEDOROVA;Columbus;1480.96
SOFYA FILIPPOVA;Idaho Falls;300.56
SOFYA FROLOVA;Fargo;396.24
SOFYA FROLOVA;Palm Springs;6042.40
SOFYA FROLOVA;Venice;796.64
SOFYA GERASIMOVA;Miami;2187.12
SOFYA GRISHINA;Palm Springs;4023.76
SOFYA GUSEVA;Louisville;1088.88
SOFYA IVANOVA;Fargo;918.32
SOFYA IVANOVA;Los Angeles;1497.60
SOFYA IVANOVA;Palm Springs;1919.84
SOFYA KALININA;Louisville;1285.44
SOFYA KALININA;Richmond;243.36
SOFYA KISELEVA;Galveston;1490.32
SOFYA KONOVALOVA;Louisville;1216.80
SOFYA KOROLEVA;Richmond;729.04
SOFYA KULIKOVA;Los Angeles;828.88
SOFYA KUZNECOVA;Albany;873.60
SOFYA KUZNECOVA;Los Angeles;1927.12
SOFYA KUZNECOVA;Richmond;729.04
SOFYA KUZNECOVA;San Bernardino;880.88
SOFYA MAKAROVA;Albany;214.24
SOFYA MALYSHEVA;Albany;2748.72
SOFYA MATVEEVA;Alamogordo;1736.80
SOFYA MEDVEDEVA;Galveston;100.88
SOFYA MIRONOVA;Baton Rouge;110.24
SOFYA NIKITINA;Alamogordo;344.24
SOFYA NIKOLAEVA;Burlington;888.16
SOFYA OSIPOVA;Alice;2721.68
SOFYA OSIPOVA;Columbus;1754.48
SOFYA OSIPOVA;Santa Monica;4028.96
SOFYA OVCHINNIKOVA;Alamogordo;1033.76
SOFYA OVCHINNIKOVA;Richmond;243.36
SOFYA PAVLOVA;Daytona Beach;347.36
SOFYA POLYAKOVA;Chicago;385.84
SOFYA RODIONOVA;Albany;1992.64
SOFYA SAVELEVA;Daytona Beach;487.76
SOFYA SAVELEVA;Palm Springs;1005.68
SOFYA SIDOROVA;Los Angeles;414.96
SOFYA SMIRNOVA;Los Angeles;3134.56
SOFYA SOKOLOVA;Indianapolis;446.16
SOFYA SOROKINA;Atlanta;654.16
SOFYA SOROKINA;Chicago;193.44
SOFYA SOROKINA;Grand Junction;932.88
SOFYA STEPANOVA;Rochester;686.40
SOFYA TARASOVA;Palm Springs;1827.28
SOFYA TARASOVA;Tucumcari;864.24
SOFYA VASILEVA;Los Angeles;2849.60
SOFYA VLASOVA;Los Angeles;1947.92
SOFYA YAKOVLEVA;Fargo;992.16
SOFYA ZAKHAROVA;Atlanta;343.20
SOFYA ZHUKOVA;Galveston;2488.72
SOFYA ZHUKOVA;Newport;2488.72
SOFYA ZHURAVLEVA;Galveston;201.76
SOFYA ZOTOVA;Venice;1194.96
STANISLAV ABRAMOV;Las Vegas;388.96
STANISLAV AFANASEV;Los Angeles;918.32
STANISLAV AFANASEV;Orlando;828.88
STANISLAV AFANASEV;San Diego;121.68
STANISLAV ALEKSANDROV;Atlantic City;124.80
STANISLAV ALEKSANDROV;Richmond;731.12
STANISLAV ALEKSEEV;Little Rock;845.52
STANISLAV ANDREEV;Palm Springs;2184.00
STANISLAV ANTONOV;Palm Springs;6204.64
STANISLAV BELOV;Los Angeles;1836.64
STANISLAV BONDARENKO;Fargo;198.64
STANISLAV BONDARENKO;Los Angeles;1298.96
STANISLAV BORISOV;Charleston;2049.84
STANISLAV CHERNOV;Los Angeles;1947.92
STANISLAV CHERNOV;Millville;302.64
STANISLAV CHERNOV;Santa Monica;2114.32
STANISLAV CHERNOV;Stratford;1719.12
STANISLAV DAVYDOV;Orlando;697.84
STANISLAV DENISOV;Palm Springs;6225.44
STANISLAV DMITRIEV;Chicago;2333.76
STANISLAV EGOROV;Daytona Beach;356.72
STANISLAV FILIPPOV;Rochester;1372.80
STANISLAV FOMIN;Venice;796.64
STANISLAV FROLOV;Alamogordo;1032.72
STANISLAV FROLOV;Chicago;772.72
STANISLAV FROLOV;Los Angeles;828.88
STANISLAV GERASIMOV;Venice;677.04
STANISLAV GUSEV;New York;228.80
STANISLAV ILIN;Palm Springs;4023.76
STANISLAV ILIN;San Bernardino;439.92
STANISLAV ISAEV;Chicago;193.44
STANISLAV ISAEV;Palm Springs;3747.12
STANISLAV IVANOV;Alamogordo;2010.32
STANISLAV IVANOV;Little Rock;412.88
STANISLAV IVANOV;Los Angeles;828.88
STANISLAV IVANOV;Los Angeles;1657.76
STANISLAV IVANOV;San Bernardino;2010.32
STANISLAV KAZAKOV;Galveston;3837.60
STANISLAV KAZAKOV;Newport;3837.60
STANISLAV KOROLEV;Hillsboro;890.24
STANISLAV KOROLEV;Roswell;2051.92
STANISLAV KOZLOV;Alamogordo;689.52
STANISLAV KOZLOV;Atlanta;326.56
STANISLAV KOZLOV;Columbus;998.40
STANISLAV KOZLOV;Los Angeles;2387.84
STANISLAV KOZLOV;Miami;1934.40
STANISLAV KRASNOV;Venice;669.76
STANISLAV KUDRYASHOV;Fargo;1900.08
STANISLAV KUDRYASHOV;Newport;3414.32
STANISLAV KUZNECOV;Alamogordo;687.44
STANISLAV KUZNECOV;Millville;1075.36
STANISLAV KUZNECOV;Richmond;971.36
STANISLAV MAKAROV;Albany;3636.88
STANISLAV MAKAROV;Atlanta;654.16
STANISLAV MAKAROV;Charleston;1004.64
STANISLAV MAKAROV;Mojave;3958.24
STANISLAV MAKSIMOV;Atlanta;654.16
STANISLAV MARTYNOV;Fargo;1566.24
STANISLAV MEDVEDEV;Grand Junction;932.88
STANISLAV MELNIKOV;Chicago;770.64
STANISLAV MELNIKOV;Fargo;726.96
STANISLAV MIKHAYLOV;Los Angeles;828.88
STANISLAV MIRONOV;Alamogordo;344.24
STANISLAV MIRONOV;Burlington;3552.64
STANISLAV MIRONOV;Columbus;1517.36
STANISLAV NAUMOV;Houston;359.84
STANISLAV NAUMOV;Los Angeles;1119.04
STANISLAV NAUMOV;Tucson;1368.64
STANISLAV NAZAROV;Galveston;100.88
STANISLAV NIKITIN;Daytona Beach;173.68
STANISLAV NIKOLAEV;Alamogordo;344.24
STANISLAV NIKOLAEV;Richmond;487.76
STANISLAV NOVIKOV;Houston;718.64
STANISLAV ORLOV;Albany;1262.56
STANISLAV PAVLOV;Louisville;1192.88
STANISLAV PAVLOV;Richmond;872.56
STANISLAV PETROV;Alamogordo;687.44
STANISLAV PETROV;Chicago;385.84
STANISLAV POPOV;Columbus;643.76
STANISLAV POPOV;Palm Springs;3654.56
STANISLAV ROMANOV;Alamogordo;689.52
STANISLAV ROMANOV;Fargo;198.64
STANISLAV ROMANOV;Jacksonville;460.72
STANISLAV ROMANOV;Little Rock;825.76
STANISLAV SAVELEV;Alamogordo;1032.72
STANISLAV SCHERBAKOV;Alamogordo;344.24
STANISLAV SCHERBAKOV;Albany;3574.48
STANISLAV SCHERBAKOV;Chicago;405.60
STANISLAV SCHERBAKOV;Grand Junction;466.96
STANISLAV SCHERBAKOV;San Bernardino;1320.80
STANISLAV SEMENOV;Millville;1075.36
STANISLAV SERGEEV;Alice;1740.96
STANISLAV SERGEEV;Idaho Falls;300.56
STANISLAV SERGEEV;Richmond;255.84
STANISLAV SHEVCHENKO;San Bernardino;880.88
STANISLAV SIDOROV;Atlanta;1633.84
STANISLAV SIDOROV;Little Rock;845.52
STANISLAV SMIRNOV;Chicago;385.84
STANISLAV SMIRNOV;Fargo;198.64
STANISLAV SMIRNOV;Fargo;2871.44
STANISLAV SMIRNOV;Newport;2871.44
STANISLAV SMIRNOV;Tucumcari;864.24
STANISLAV SOKOLOV;Fargo;99.84
STANISLAV SOLOVEV;Birmingham;1103.44
STANISLAV STEPANOV;Columbus;1025.44
STANISLAV STEPANOV;Palm Springs;1827.28
STANISLAV TARASOV;Orlando;3620.24
STANISLAV VASILEV;Los Angeles;2705.04
STANISLAV VASILEV;Los Angeles;2776.80
STANISLAV VOLKOV;Miami;1093.04
STANISLAV VOLKOV;Rochester;686.40
STANISLAV VOROBEV;Daytona Beach;160.16
STANISLAV YAKOVLEV;Burlington;1777.36
STANISLAV ZAKHAROV;Palm Springs;5481.84
STANISLAV ZHUKOV;Louisville;617.76
STANISLAV ZHURAVLEV;Columbus;1996.80
STEPAN ANDREEV;Atlanta;654.16
STEPAN BELOV;Las Vegas;793.52
STEPAN BORISOV;Albany;214.24
STEPAN BORISOV;Roswell;2003.04
STEPAN EGOROV;Richmond;2974.40
STEPAN FEDOROV;Los Angeles;828.88
STEPAN FROLOV;Atlanta;1307.28
STEPAN FROLOV;Idaho Falls;600.08
STEPAN FROLOV;Louisville;617.76
STEPAN GERASIMOV;Richmond;1216.80
STEPAN GRIGOREV;Fargo;198.64
STEPAN GUSEV;Charleston;1025.44
STEPAN GUSEV;Daytona Beach;173.68
STEPAN GUSEV;Newport;3415.36
STEPAN IVANOV;Albany;427.44
STEPAN IVANOV;Galveston;100.88
STEPAN IVANOV;Palm Springs;3747.12
STEPAN KARPOV;Charleston;1004.64
STEPAN KARPOV;Denver;1488.24
STEPAN KOROLEV;Rochester;686.40
STEPAN KRASNOV;Palm Springs;1827.28
STEPAN MAKAROV;Albany;1262.56
STEPAN MAKAROV;Louisville;1088.88
STEPAN MELNIKOV;Albany;437.84
STEPAN MELNIKOV;Tucumcari;864.24
STEPAN MIKHAYLOV;San Bernardino;439.92
STEPAN NIKITIN;Idaho Falls;300.56
STEPAN OSIPOV;Alamogordo;377.52
STEPAN PAVLOV;Galveston;3959.28
STEPAN PAVLOV;Los Angeles;918.32
STEPAN PAVLOV;Newport;3959.28
STEPAN POPOV;Rochester;686.40
STEPAN SCHERBAKOV;Chicago;385.84
STEPAN SERGEEV;Las Vegas;778.96
STEPAN SERGEEV;Richmond;243.36
STEPAN SIDOROV;Birmingham;5422.56
STEPAN SIDOROV;Fargo;606.32
STEPAN SMIRNOV;Palm Springs;1827.28
STEPAN SOLOVEV;Tucson;959.92
STEPAN STEPANOV;Los Angeles;1931.28
STEPAN TARASOV;Columbus;2515.76
STEPAN VASILEV;Birmingham;2187.12
STEPAN VOLKOV;Galveston;201.76
STEPAN VOLKOV;San Bernardino;2784.08
STEPAN VOROBEV;Chicago;772.72
STEPAN YAKOVLEV;Galveston;1311.44
STEPAN ZAKHAROV;Idaho Falls;300.56
STEPAN ZHURAVLEV;Louisville;1683.76
SULTAN ANDREEV;Birmingham;3688.88
SULTAN GERASIMOV;Venice;796.64
SULTAN GRIGOREV;Los Angeles;1657.76
SULTAN TIKHONOV;Mojave;6035.12
SULTAN ZAKHAROV;Birmingham;3022.24
SVETLANA ABRAMOVA;Chicago;385.84
SVETLANA ABRAMOVA;Grand Junction;466.96
SVETLANA ABRAMOVA;Los Angeles;1314.56
SVETLANA ABRAMOVA;Los Angeles;1657.76
SVETLANA ABRAMOVA;Louisville;1185.60
SVETLANA ABRAMOVA;Palm Springs;9228.96
SVETLANA ABRAMOVA;Richmond;1314.56
SVETLANA ABRAMOVA;Ruidoso;315.12
SVETLANA AFANASEVA;Charleston;1004.64
SVETLANA AFANASEVA;Fargo;99.84
SVETLANA AFANASEVA;Fargo;1054.56
SVETLANA AFANASEVA;Idaho Falls;600.08
SVETLANA AFANASEVA;Los Angeles;2863.12
SVETLANA AFANASEVA;Mojave;3958.24
SVETLANA AFANASEVA;Palm Springs;2112.24
SVETLANA AKIMOVA;Columbus;1119.04
SVETLANA AKIMOVA;Daytona Beach;1070.16
SVETLANA AKIMOVA;Fargo;398.32
SVETLANA AKIMOVA;Fargo;496.08
SVETLANA AKIMOVA;Galveston;302.64
SVETLANA AKIMOVA;Louisville;2277.60
SVETLANA AKIMOVA;San Diego;121.68
SVETLANA ALEKSANDROVA;Hillsboro;867.36
SVETLANA ALEKSANDROVA;Palm Springs;6042.40
SVETLANA ALEKSEEVA;Alamogordo;344.24
SVETLANA ALEKSEEVA;Albany;2311.92
SVETLANA ALEKSEEVA;Birmingham;3435.12
SVETLANA ALEKSEEVA;Fargo;198.64
SVETLANA ALEKSEEVA;Las Vegas;778.96
SVETLANA ALEKSEEVA;Los Angeles;1408.16
SVETLANA ALEKSEEVA;Louisville;593.84
SVETLANA ALEKSEEVA;Millville;606.32
SVETLANA ALEKSEEVA;Millville;2234.96
SVETLANA ALEKSEEVA;Orlando;2995.20
SVETLANA ALEKSEEVA;Palm Springs;4032.08
SVETLANA ALEKSEEVA;Roswell;1001.52
SVETLANA ANDREEVA;Alamogordo;1376.96
SVETLANA ANDREEVA;Albany;214.24
SVETLANA ANDREEVA;Albany;5672.16
SVETLANA ANDREEVA;Alice;1739.92
SVETLANA ANDREEVA;Charleston;2008.24
SVETLANA ANDREEVA;Chicago;772.72
SVETLANA ANDREEVA;Daytona Beach;481.52
SVETLANA ANDREEVA;Hillsboro;890.24
SVETLANA ANDREEVA;Las Vegas;404.56
SVETLANA ANDREEVA;Little Rock;825.76
SVETLANA ANDREEVA;Millville;908.96
SVETLANA ANDREEVA;Palm Springs;3838.64
SVETLANA ANDREEVA;Richmond;243.36
SVETLANA ANISIMOVA;Birmingham;3408.08
SVETLANA ANISIMOVA;Columbus;1996.80
SVETLANA ANISIMOVA;Orlando;1560.00
SVETLANA ANTONOVA;Alice;1740.96
SVETLANA ANTONOVA;Charleston;2029.04
SVETLANA ANTONOVA;Daytona Beach;160.16
SVETLANA ANTONOVA;Fargo;1574.56
SVETLANA ANTONOVA;Miami;567.84
SVETLANA ANTONOVA;New York;426.40
SVETLANA ANTONOVA;Stratford;3479.84
SVETLANA ARKHIPOVA;Albany;214.24
SVETLANA ARKHIPOVA;Alice;1379.04
SVETLANA ARKHIPOVA;Atlanta;980.72
SVETLANA ARKHIPOVA;Burlington;1777.36
SVETLANA ARKHIPOVA;Los Angeles;918.32
SVETLANA ARKHIPOVA;Mojave;1979.12
SVETLANA ARKHIPOVA;Richmond;731.12
SVETLANA BARANOVA;Los Angeles;2776.80
SVETLANA BARANOVA;Miami;1093.04
SVETLANA BARANOVA;Orlando;1462.24
SVETLANA BARANOVA;San Bernardino;439.92
SVETLANA BARANOVA;San Bernardino;1760.72
SVETLANA BELOVA;Alamogordo;687.44
SVETLANA BELOVA;Daytona Beach;347.36
SVETLANA BELOVA;Galveston;201.76
SVETLANA BELOVA;Los Angeles;1119.04
SVETLANA BELOVA;Los Angeles;2756.00
SVETLANA BELOVA;Memphis;1022.32
SVETLANA BELOVA;Tucson;573.04
SVETLANA BELOVA;Tucson;1158.56
SVETLANA BELYAEVA;Alice;1379.04
SVETLANA BELYAEVA;Atlanta;654.16
SVETLANA BELYAEVA;Birmingham;1134.64
SVETLANA BELYAEVA;Grand Junction;466.96
SVETLANA BELYAEVA;Los Angeles;828.88
SVETLANA BELYAEVA;Los Angeles;1947.92
SVETLANA BELYAEVA;Louisville;1879.28
SVETLANA BELYAEVA;Palm Springs;4011.28
SVETLANA BELYAEVA;Palm Springs;7401.68
SVETLANA BOGDANOVA;Chicago;385.84
SVETLANA BOGDANOVA;Venice;796.64
SVETLANA BORISOVA;Alamogordo;360.88
SVETLANA BORISOVA;Alamogordo;689.52
SVETLANA BORISOVA;Alamogordo;706.16
SVETLANA BORISOVA;Columbus;635.44
SVETLANA BORISOVA;Los Angeles;828.88
SVETLANA BORISOVA;Los Angeles;1947.92
SVETLANA BORISOVA;Louisville;1289.60
SVETLANA BORISOVA;Miami;794.56
SVETLANA BORISOVA;Newport;2276.56
SVETLANA CHERNOVA;Albany;3838.64
SVETLANA CHERNOVA;Los Angeles;2776.80
SVETLANA CHERNOVA;Millville;1319.76
SVETLANA CHERNOVA;Richmond;243.36
SVETLANA CHERNOVA;San Bernardino;901.68
SVETLANA CHERNOVA;Tucson;2343.12
SVETLANA DANILOVA;Birmingham;1007.76
SVETLANA DANILOVA;Birmingham;2557.36
SVETLANA DANILOVA;Daytona Beach;1576.64
SVETLANA DANILOVA;Fargo;537.68
SVETLANA DANILOVA;Los Angeles;918.32
SVETLANA DANILOVA;Palm Springs;2020.72
SVETLANA DAVYDOVA;Alamogordo;706.16
SVETLANA DAVYDOVA;Los Angeles;918.32
SVETLANA DAVYDOVA;Los Angeles;2707.12
SVETLANA DAVYDOVA;Millville;1622.40
SVETLANA DAVYDOVA;Newport;4555.20
SVETLANA DAVYDOVA;San Bernardino;1805.44
SVETLANA DAVYDOVA;Tucson;573.04
SVETLANA DENISOVA;Birmingham;4285.84
SVETLANA DENISOVA;Daytona Beach;693.68
SVETLANA DENISOVA;Newport;5352.88
SVETLANA DENISOVA;Tucson;385.84
SVETLANA DMITRIEVA;Chicago;772.72
SVETLANA DMITRIEVA;Los Angeles;1119.04
SVETLANA DMITRIEVA;Los Angeles;1657.76
SVETLANA DMITRIEVA;Los Angeles;1747.20
SVETLANA DMITRIEVA;Nashville;1321.84
SVETLANA DMITRIEVA;Palm Springs;2184.00
SVETLANA EFIMOVA;Alamogordo;1033.76
SVETLANA EFIMOVA;Rochester;720.72
SVETLANA EFREMOVA;Alamogordo;344.24
SVETLANA EFREMOVA;Los Angeles;828.88
SVETLANA EFREMOVA;Los Angeles;1414.40
SVETLANA EFREMOVA;Miami;3632.72
SVETLANA EFREMOVA;Rochester;686.40
SVETLANA EGOROVA;Alamogordo;271.44
SVETLANA EGOROVA;Alamogordo;689.52
SVETLANA EGOROVA;Alamogordo;1032.72
SVETLANA EGOROVA;Albany;214.24
SVETLANA EGOROVA;Albany;1262.56
SVETLANA EGOROVA;Atlanta;326.56
SVETLANA EGOROVA;Chicago;1157.52
SVETLANA EGOROVA;Columbus;2998.32
SVETLANA EGOROVA;Grand Junction;932.88
SVETLANA EGOROVA;Los Angeles;1947.92
SVETLANA EGOROVA;Palm Springs;9137.44
SVETLANA EGOROVA;Venice;1081.60
SVETLANA ERMAKOVA;Fargo;198.64
SVETLANA ERMAKOVA;Little Rock;825.76
SVETLANA ERMAKOVA;Louisville;2776.80
SVETLANA ERMAKOVA;Palm Springs;3654.56
SVETLANA FADEEVA;Albany;5071.04
SVETLANA FADEEVA;Charleston;1004.64
SVETLANA FADEEVA;Richmond;243.36
SVETLANA FADEEVA;Richmond;630.24
SVETLANA FEDOROVA;Alamogordo;360.88
SVETLANA FEDOROVA;Alice;2429.44
SVETLANA FEDOROVA;Atlanta;326.56
SVETLANA FEDOROVA;Galveston;304.72
SVETLANA FEDOROVA;Galveston;5186.48
SVETLANA FEDOROVA;Idaho Falls;315.12
SVETLANA FEDOROVA;Los Angeles;1657.76
SVETLANA FEDOROVA;Los Angeles;2139.28
SVETLANA FEDOROVA;Mojave;1979.12
SVETLANA FEDOROVA;Mojave;3958.24
SVETLANA FEDOROVA;Newport;5186.48
SVETLANA FEDOROVA;Orlando;4423.12
SVETLANA FEDOROVA;Tucson;395.20
SVETLANA FILIPPOVA;Fargo;4208.88
SVETLANA FILIPPOVA;Los Angeles;3316.56
SVETLANA FILIPPOVA;New York;208.00
SVETLANA FILIPPOVA;Newport;4208.88
SVETLANA FILIPPOVA;Palm Springs;1827.28
SVETLANA FILIPPOVA;Roswell;2000.96
SVETLANA FILIPPOVA;Santa Monica;4027.92
SVETLANA FOMINA;Alamogordo;1032.72
SVETLANA FOMINA;Albany;436.80
SVETLANA FOMINA;Atlanta;1307.28
SVETLANA FOMINA;Chicago;385.84
SVETLANA FOMINA;Los Angeles;2760.16
SVETLANA FOMINA;Richmond;487.76
SVETLANA FROLOVA;Atlanta;669.76
SVETLANA FROLOVA;Birmingham;1093.04
SVETLANA FROLOVA;Birmingham;3688.88
SVETLANA FROLOVA;Los Angeles;414.96
SVETLANA FROLOVA;Los Angeles;828.88
SVETLANA FROLOVA;Miami;2415.92
SVETLANA FROLOVA;Millville;552.24
SVETLANA FROLOVA;Venice;273.52
SVETLANA FROLOVA;Venice;936.00
SVETLANA GAVRILOVA;Alamogordo;1376.96
SVETLANA GAVRILOVA;Albany;1262.56
SVETLANA GAVRILOVA;Albany;3851.12
SVETLANA GAVRILOVA;Birmingham;6004.96
SVETLANA GAVRILOVA;Jacksonville;921.44
SVETLANA GAVRILOVA;Little Rock;412.88
SVETLANA GAVRILOVA;Los Angeles;1927.12
SVETLANA GAVRILOVA;Palm Springs;3654.56
SVETLANA GAVRILOVA;Richmond;243.36
SVETLANA GAVRILOVA;Tucson;1160.64
SVETLANA GERASIMOVA;Atlanta;1323.92
SVETLANA GERASIMOVA;Atlantic City;255.84
SVETLANA GERASIMOVA;Birmingham;1093.04
SVETLANA GERASIMOVA;Birmingham;2840.24
SVETLANA GERASIMOVA;Columbus;1996.80
SVETLANA GERASIMOVA;Los Angeles;2776.80
SVETLANA GERASIMOVA;Los Angeles;2849.60
SVETLANA GERASIMOVA;Los Angeles;6142.24
SVETLANA GERASIMOVA;Louisville;1192.88
SVETLANA GERASIMOVA;Richmond;729.04
SVETLANA GORBUNOVA;Atlanta;980.72
SVETLANA GORBUNOVA;Cincinnati;228.80
SVETLANA GORBUNOVA;Daytona Beach;1202.24
SVETLANA GORBUNOVA;Fargo;1566.24
SVETLANA GORBUNOVA;Indianapolis;222.56
SVETLANA GORBUNOVA;Los Angeles;2527.20
SVETLANA GORBUNOVA;Los Angeles;3809.52
SVETLANA GORBUNOVA;Richmond;243.36
SVETLANA GORBUNOVA;Richmond;487.76
SVETLANA GORBUNOVA;Richmond;3809.52
SVETLANA GRISHINA;Albany;107.12
SVETLANA GRISHINA;Albany;1262.56
SVETLANA GRISHINA;Alice;1737.84
SVETLANA GRISHINA;Chicago;772.72
SVETLANA GRISHINA;Los Angeles;918.32
SVETLANA GRISHINA;Mojave;3958.24
SVETLANA GRISHINA;Rochester;720.72
SVETLANA GRISHINA;Tucson;582.40
SVETLANA GUSEVA;Fargo;108.16
SVETLANA GUSEVA;Galveston;713.44
SVETLANA GUSEVA;Las Vegas;404.56
SVETLANA GUSEVA;Richmond;485.68
SVETLANA GUSEVA;Tucumcari;1772.16
SVETLANA ILINA;Alice;1016.08
SVETLANA ILINA;Charleston;1004.64
SVETLANA ILINA;Charleston;1025.44
SVETLANA ILINA;Galveston;302.64
SVETLANA ISAEVA;Albany;2578.16
SVETLANA ISAEVA;Chicago;772.72
SVETLANA ISAEVA;Nashville;2825.68
SVETLANA ISAEVA;Orlando;697.84
SVETLANA ISAEVA;Palm Springs;2020.72
SVETLANA ISAEVA;Richmond;973.44
SVETLANA IVANOVA;Alamogordo;280.80
SVETLANA IVANOVA;Alamogordo;344.24
SVETLANA IVANOVA;Alamogordo;1375.92
SVETLANA IVANOVA;Albany;2311.92
